Imatest,2021.1.7, Evaluation, Multicharts
File,DSC06532.JPG
Run date,31-Oct-2021 14:56:16,,Build 2021-10-22
Color space,sRGB
Reference,X-Rite default old: Color space Wt Pt
Pixel offset,0

Gamma, 0.866
mean patch size pxls, 594, 594
Exposure error, -0.0285,f-stops

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means in pixels (max 255). (for Dynamic Range) 
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, WB Err Deg,WB Err Mired,WB ERR S(HSV),WB Delta-C ab,WB Delta-C 94,WB Delta-C 00
23,   0.000,  0.000,  0.000,  0.000,   0.348,  0.502,  0.403,  0.370,,   0.0611,  0.0881,  0.0708,  0.0650,    16.36,   11.35,   14.13,   15.38
24,   0.000,  0.000,  0.000,  0.000,   0.320,  0.401,  0.372,  0.369,,   0.0876,  0.1096,  0.1020,  0.1010,    11.42,    9.12,    9.81,    9.90

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each grayscale patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
19, 163.71,  87.70, 144.57, 108.41,  44.28,  38.86,  43.20,  40.70
20, 103.13,  65.44,  98.89,  59.06,  40.27,  36.32,  39.90,  35.43
21,  73.72,  43.70,  70.67,  53.18,  37.35,  32.81,  36.99,  34.51
22,  51.56,  34.86,  53.15,  31.56,  34.25,  30.85,  34.51,  29.98
23,  23.44,  12.37,  22.16,  16.87,  27.40,  21.85,  26.91,  24.54
24,   8.28,   5.88,   7.56,   5.09,  18.36,  15.38,  17.57,  14.14


Dynamic Range for quality levels corresponding to scene-referenced S/N
Scene-ref S/N,Quality,DR (f-stops),DR (dB)

SNR_BW (dB; RGBY), 41.5, 42.8, 41.2, 43.2,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
Noise analysis, Grayscale patches sorted dark to light
Sequence (dark-light),1,2,3,4,5,6
Patch number,19,20,21,22,23,24
(-)Log exposure,   1.51,   1.05,   0.72,   0.44,   0.23,   0.04
R noise,  0.0040,  0.0050,  0.0041,  0.0056,  0.0054,  0.0053
G noise,  0.0037,  0.0040,  0.0036,  0.0045,  0.0045,  0.0037
B noise,  0.0037,  0.0037,  0.0043,  0.0046,  0.0058,  0.0040
Y (Luminance) noise,  0.0032,  0.0035,  0.0034,  0.0041,  0.0041,  0.0032
Y_Kelly-Keelan noise,  0.0032,  0.0035,  0.0034,  0.0041,  0.0041,  0.0032
R - Y_kk noise,  0.0036,  0.0044,  0.0024,  0.0046,  0.0042,  0.0048
B - Y_kk noise,  0.0025,  0.0023,  0.0031,  0.0029,  0.0047,  0.0027
L* noise,  0.2245,  0.4185,  0.4058,  0.4481,  0.4235,  0.3177
a* noise,  0.3899,  0.7547,  0.4622,  0.7112,  0.6757,  0.7036
b* noise,  0.2572,  0.3917,  0.5450,  0.4801,  0.7292,  0.4042
Total noise (K-K),  0.0038,  0.0042,  0.0038,  0.0048,  0.0048,  0.0041
Chroma noise (K-K),  0.0020,  0.0024,  0.0016,  0.0026,  0.0026,  0.0027
Total noise (ISO 12232),  0.0044,  0.0050,  0.0041,  0.0056,  0.0056,  0.0051
Total L*a*b* noise unwtd,  0.5182,  0.9477,  0.8218,  0.9681,  1.0806,  0.8714
Total a*b* noise unwtd,  0.4671,  0.8503,  0.7146,  0.8581,  0.9941,  0.8114

ISO 15739 SNR and Dynamic Range
ISO 15739 noise %,   0.24,   0.28,   0.32,   0.50,   0.70,   0.64,
ISO 15739 S/N,    0.84,    2.66,    8.17,   14.74,   21.27,   36.18,
ISO 15739 noise % @ 13% Lref,    0.32
ISO 15739 S/N @ 13% Lref,    7.78
ISO 15739 Dyn Rng @ density 2,  610.62
ISO 15739 Dyn Rng total,    43.72
Dynamic Range from slope OD,    1.47
Dynamic Range from slope EV,    4.87

RGB values for reference and input patches
Patch,R ref,G ref,B ref,R input,G input,B input, Row, Column,Width px, Height px, Pixels total,, Rref/255, Gref/255, Bref/255
  1, 113.95,  80.75,  67.46,  30.48,  21.13,   9.48,1,1,594,588,349272,,  0.447,  0.317,  0.265
  2, 194.81, 147.97, 127.70,  87.22,  63.35,  39.86,1,2,595,589,350455,,  0.764,  0.580,  0.501
  3,  92.95, 122.35, 155.98,  24.46,  53.60,  64.94,1,3,595,588,349860,,  0.364,  0.480,  0.612
  4,  90.53, 107.72,  64.48,  19.56,  40.59,   7.80,1,4,595,588,349860,,  0.355,  0.422,  0.253
  5, 129.32, 127.96, 176.25,  41.01,  54.63,  73.85,1,5,594,588,349272,,  0.507,  0.502,  0.691
  6,  97.42, 190.91, 170.74,  22.24, 101.41,  77.71,1,6,594,588,349272,,  0.382,  0.749,  0.670
  7, 221.00, 122.65,  47.66, 103.05,  43.94,   0.00,2,1,595,588,349860,,  0.867,  0.481,  0.187
  8,  70.66,  90.80, 170.25,  17.42,  33.56,  76.70,2,2,594,588,349272,,  0.277,  0.356,  0.668
  9, 193.35,  82.08,  97.31,  85.05,  25.47,  23.13,2,3,595,588,349860,,  0.758,  0.322,  0.382
 10,  92.06,  57.43, 106.43,  19.86,  14.11,  28.95,2,4,595,588,349860,,  0.361,  0.225,  0.417
 11, 160.31, 189.16,  61.80,  62.23, 103.77,   0.01,2,5,595,588,349860,,  0.629,  0.742,  0.242
 12, 228.31, 160.61,  41.36, 104.97,  75.67,   0.00,2,6,595,588,349860,,  0.895,  0.630,  0.162
 13,  39.51,  62.85, 146.96,  10.36,  15.40,  56.11,3,1,595,588,349860,,  0.155,  0.246,  0.576
 14,  70.73, 149.82,  72.58,  10.90,  70.97,  14.09,3,2,595,588,349860,,  0.277,  0.588,  0.285
 15, 173.58,  50.69,  56.98,  65.53,  12.30,   7.59,3,3,595,588,349860,,  0.681,  0.199,  0.223
 16, 236.55, 198.15,  19.57, 122.36, 115.71,   0.00,3,4,594,588,349272,,  0.928,  0.777,  0.077
 17, 188.08,  83.87, 151.45,  77.52,  27.42,  57.23,3,5,594,589,349866,,  0.738,  0.329,  0.594
 18,   0.00, 137.76, 168.32,   0.01,  60.19,  77.64,3,6,594,588,349272,,  0.000,  0.540,  0.660
 19, 244.79, 245.32, 242.37, 117.65, 138.25, 110.36,4,1,595,588,349860,,  0.960,  0.962,  0.950
 20, 200.43, 202.24, 202.28,  90.10, 114.03,  86.78,4,2,595,588,349860,,  0.786,  0.793,  0.793
 21, 160.85, 162.84, 163.19,  62.74,  81.83,  62.24,4,3,595,588,349860,,  0.631,  0.639,  0.640
 22, 120.81, 121.16, 121.53,  36.64,  48.35,  34.29,4,4,595,589,350455,,  0.474,  0.475,  0.477
 23,  82.60,  84.08,  85.79,  15.82,  22.78,  15.93,4,5,595,588,349860,,  0.324,  0.330,  0.336
 24,  48.72,  49.35,  50.73,   6.00,   7.18,   4.79,4,6,595,588,349860,,  0.191,  0.194,  0.199


CIELAB and xyY values for reference and input patches
Patch,L* ref,a* ref,b* ref,L* input,a* input, b* input, x ref,y ref,Y ref,x input,y input, Y input, Patch, Row, Col
  1,  37.54,  12.02,  13.33,   7.64,   2.80,   7.59,  0.3969, 0.3586, 0.0983, 0.4139, 0.4012, 0.0085,  1,1,1
  2,  65.20,  14.82,  17.55,  28.86,   7.14,  18.39,  0.3837, 0.3565, 0.3430, 0.4169, 0.3934, 0.0578,  2,1,2
  3,  50.37,  -1.57, -21.43,  20.76,  -7.01, -10.41,  0.2488, 0.2662, 0.1873, 0.2339, 0.2819, 0.0318,  3,1,3
  4,  43.12, -14.63,  22.12,  13.94, -15.90,  16.91,  0.3433, 0.4313, 0.1324, 0.3319, 0.5181, 0.0172,  4,1,4
  5,  55.34,  11.45, -25.29,  22.52,   0.23, -13.62,  0.2673, 0.2520, 0.2326, 0.2473, 0.2591, 0.0366,  5,1,5
  6,  71.36, -32.72,   1.64,  38.03, -29.54,   6.79,  0.2605, 0.3601, 0.4271, 0.2531, 0.4000, 0.1011,  6,1,6
  7,  61.37,  32.88,  55.16,  25.82,  24.21,  36.47,  0.5082, 0.4032, 0.2967, 0.5533, 0.3988, 0.0468,  7,2,1
  8,  40.71,  16.91, -45.09,  14.25,  10.51, -28.70,  0.2090, 0.1799, 0.1169, 0.1917, 0.1598, 0.0177,  8,2,2
  9,  49.86,  45.93,  13.88,  18.85,  27.45,  16.64,  0.4619, 0.3099, 0.1830, 0.5269, 0.3351, 0.0271,  9,2,3
 10,  30.15,  24.91, -22.61,   4.99,   5.73,  -8.69,  0.2906, 0.2146, 0.0630, 0.2716, 0.2257, 0.0055, 10,2,4
 11,  72.44, -27.46,  58.47,  39.39, -29.87,  45.15,  0.3770, 0.4964, 0.4431, 0.3544, 0.5568, 0.1088, 11,2,5
 12,  70.92,  15.58,  66.54,  34.24,   6.02,  43.04,  0.4750, 0.4423, 0.4207, 0.4754, 0.4607, 0.0812, 12,2,6
 13,  29.62,  21.43, -49.03,   6.38,  13.91, -26.98,  0.1864, 0.1438, 0.0608, 0.1837, 0.1269, 0.0071, 13,3,1
 14,  55.64, -40.76,  33.27,  25.58, -31.16,  27.46,  0.3038, 0.4887, 0.2356, 0.2991, 0.5581, 0.0460, 14,3,2
 15,  40.55,  49.97,  25.46,  12.15,  25.19,  15.69,  0.5361, 0.3224, 0.1159, 0.5710, 0.3412, 0.0143, 15,3,3
 16,  80.98,  -1.04,  80.03,  47.74,  -8.86,  53.43,  0.4497, 0.4767, 0.5844, 0.4288, 0.4977, 0.1659, 16,3,4
 17,  51.01,  49.88, -16.93,  18.80,  27.44,  -7.57,  0.3672, 0.2396, 0.1927, 0.3811, 0.2422, 0.0270, 17,3,5
 18,  52.12, -24.61, -26.18,  22.99, -10.24, -15.54,  0.1964, 0.2687, 0.2025, 0.2061, 0.2618, 0.0380, 18,3,6
 19,  96.54,  -0.69,   1.35,  55.29, -12.97,  12.51,  0.3142, 0.3320, 0.9131, 0.3182, 0.3811, 0.2321, 19,4,1
 20,  81.27,  -0.61,  -0.24,  45.50, -14.56,  12.28,  0.3113, 0.3290, 0.5897, 0.3140, 0.3914, 0.1491, 20,4,2
 21,  66.79,  -0.65,  -0.43,  32.72, -11.86,   9.13,  0.3106, 0.3285, 0.3635, 0.3107, 0.3892, 0.0741, 21,4,3
 22,  50.87,  -0.06,  -0.25,  18.57,  -8.38,   7.41,  0.3119, 0.3283, 0.1916, 0.3158, 0.3953, 0.0265, 22,4,4
 23,  35.68,  -0.22,  -1.21,   6.77,  -4.38,   3.09,  0.3076, 0.3246, 0.0884, 0.3097, 0.3834, 0.0075, 23,4,5
 24,  20.48,   0.05,  -0.97,   1.85,  -0.64,   0.79,  0.3077, 0.3235, 0.0311, 0.3248, 0.3714, 0.0021, 24,4,6


Color errors for reference vs input patches
Patch,Delta-E*,Delta-C,Delta-E*94,Delta-C 94,Delta-E 00,Delta-C 00,Row,Column
  1,  31.82,  10.86,  30.61,   6.53,  23.25,   9.38,1,1
  2,  37.15,   7.73,  36.75,   5.45,  36.18,   7.17,1,2
  3,  32.06,  12.29,  30.63,   7.83,  26.02,   8.67,1,3
  4,  29.67,   5.36,  29.38,   3.37,  22.43,   3.30,1,4
  5,  36.60,  16.19,  33.88,   8.39,  29.93,   9.29,1,5
  6,  33.87,   6.06,  33.55,   3.85,  31.93,   3.78,1,6
  7,  41.09,  20.60,  35.96,   5.41,  33.53,   6.20,2,1
  8,  31.77,  17.59,  27.04,   5.56,  20.82,   6.19,2,2
  9,  36.20,  18.69,  31.93,   7.62,  26.71,   8.58,2,3
 10,  34.56,  23.70,  26.98,   9.75,  21.48,  13.17,2,4
 11,  35.72,  13.53,  33.45,   5.12,  31.31,   5.23,2,5
 12,  44.60,  25.38,  37.26,   6.58,  36.82,   7.83,2,6
 13,  32.91,  23.29,  24.26,   6.94,  18.26,   9.23,3,1
 14,  32.09,  11.23,  30.26,   3.44,  26.92,   3.67,3,2
 15,  38.94,  26.64,  29.44,   7.73,  23.03,   9.32,3,3
 16,  43.29,  27.72,  34.02,   7.22,  28.94,   8.79,3,4
 17,  40.35,  24.31,  33.02,   7.29,  27.84,   8.67,3,5
 18,  34.18,  17.87,  30.02,   7.22,  26.25,   8.65,3,6
 19,  44.46,  16.59,  44.08,  15.53,  32.85,  13.76,4,1
 20,  40.39,  18.75,  40.14,  18.22,  33.77,  15.42,4,2
 21,  37.12,  14.73,  36.93,  14.26,  36.55,  13.26,4,3
 22,  34.23,  11.31,  34.19,  11.19,  28.70,  11.06,4,4
 23,  29.52,   5.98,  29.48,   5.78,  21.32,   6.63,4,5
 24,  18.72,   1.90,  18.72,   1.87,  11.97,   2.01,4,6
,Delta-E*,Delta-C,Delta-E*94,Delta-C 94,Delta-E 00,Delta-C 00
Mean,  35.47,  15.76,  32.16,   7.59,  27.37,   8.30
Maximum,  44.60,  27.72,  44.08,  18.22,  36.82,  15.42,
Additional color errors and values
Patch,Delta-L*,Delta-Chroma,|Delta-Hue dist|,|Delta-Hue degs|,,Note: Delta-Hue is undefined for grayscale patches (a* & b* near 0)
  1, -29.91,  -9.85,   4.56,  21.81
  2, -36.34,  -3.24,   7.01,  18.97
  3, -29.61,  -8.94,   8.43, -29.75
  4, -29.19,  -3.31,   4.22,   9.76
  5, -32.83, -14.14,   7.88, -23.37
  6, -33.33,  -2.45,   5.54, -10.09
  7, -35.55, -20.44,   2.57,  -2.78
  8, -26.46, -17.58,   0.30,  -0.45
  9, -31.01, -15.88,   9.85,  14.41
 10, -25.16, -23.23,   4.69, -14.40
 11, -33.05, -10.46,   8.59,   8.33
 12, -36.67, -24.89,   4.97,   5.22
 13, -23.24, -23.15,   2.57,   3.66
 14, -30.07, -11.09,   1.76,  -2.16
 15, -28.40, -26.41,   3.50,   4.92
 16, -33.24, -25.87,   9.96,   8.67
 17, -32.20, -24.21,   2.25,   3.33
 18, -29.14, -17.31,   4.44,   9.85
 19, -41.25,  16.50,   0.00,   0.00
 20, -35.77,  18.39,   0.00,   0.00
 21, -34.07,  14.19,   0.00,   0.00
 22, -32.30,  10.93,   0.00,   0.00
 23, -28.91,   4.14,   0.00,   0.00
 24, -18.62,   0.05,   0.00,   0.00
,Delta-L*,Delta-Chroma,|Delta-Hue dist|,|Delta-Hue degs|
Mean, -31.10,  -9.09,   3.88,   8.00,Maximum, -18.62,  18.39,   9.96,  29.75,
Mean camera chroma %,73.14

Mean chroma level CPIQ %,65.01
CPIQ Chroma quality loss JND,5.12
CPIQ Exposure quality loss JND,8.39

Color matrix: R x C, 3, 3, RGB->RGB
 1.702563,-0.024589, 0.065443
 0.151735, 1.457636,-0.021851
-0.387304,-0.277832, 1.468991

Color matrix: RGB->XYZ
 0.70524, 0.34922, 0.09217
 0.57986, 1.07313, 0.15591
 0.00595,-0.17505, 1.35527
Initial error, 478.6831
Final error, 14.1106
Iterations, 1384
funcCount, 2010
Matrix, 3x3, Constraint, No constraints
Optimize, Delta-E 00
Linearization, 3. Assume linear input, apply matrix, then gamma encode (CS)
Linearization params, 1.0000
weighting, Highlight weighting (CIELAB L*)

RGBY input primaries
Color,x,y,X,Y,Z
Red, 0.6151, 0.3046, 0.7052, 0.3492, 0.0922
Green, 0.3206, 0.5933, 0.5799, 1.0731, 0.1559
Blue, 0.0050,-0.1476, 0.0059,-0.1750, 1.3553

Differences from reference,mean input,max input,mean corrected,max corrected
DeltaE*ab,  35.47,  44.6,  7.36,  16.0
DeltaC*ab,  15.76,  27.7,  6.23,  15.3
DeltaE*94,  32.16,  44.1,  5.03,  11.8
DeltaC*94,   7.59,  18.2,  3.50,   5.6


Color errors for reference vs matrix-corrected patches   http://www.imatest.com/docs/colorcheck_ref 
Patch,Delta-E*,Delta-C*,Delta-E*94,Delta-C*94,Delta-E*00,Delta-C*00,L* corr,a* corr,b* corr,Row,Col,Weights
  1,   6.26,   4.50,   5.54,   3.43,   5.62,   4.13,  41.89,   9.48,  17.04,1,1,  0.469
  2,   3.14,   3.06,   2.11,   1.99,   2.27,   2.19,  65.92,  15.16,  14.51,1,2,  0.815
  3,   5.26,   4.50,   4.33,   3.36,   4.98,   4.18,  53.09,  -6.07, -21.61,1,3,  0.630
  4,  13.79,  11.55,   9.21,   5.31,   8.74,   4.75,  50.65, -19.76,  32.47,1,4,  0.539
  5,   4.54,   4.54,   2.90,   2.89,   3.21,   3.21,  55.21,   7.03, -24.26,1,5,  0.692
  6,   6.75,   6.42,   4.72,   4.24,   4.57,   4.28,  69.30, -31.02,  -4.56,1,6,  0.892
  7,   7.60,   7.30,   4.27,   3.71,   4.94,   4.60,  63.48,  26.12,  57.90,2,1,  0.767
  8,   5.66,   5.63,   2.91,   2.85,   4.41,   4.38,  40.14,  13.54, -49.60,2,2,  0.509
  9,   6.19,   5.58,   3.31,   1.93,   3.33,   1.99,  52.55,  41.22,  10.89,2,3,  0.623
 10,   4.37,   4.10,   3.11,   2.71,   3.11,   2.88,  31.66,  21.73, -25.18,2,4,  0.377
 11,  15.98,  15.34,   6.87,   5.19,   5.99,   5.00,  76.94, -25.22,  73.64,2,5,  0.905
 12,   8.78,   8.47,   4.78,   4.18,   5.59,   5.31,  73.24,   7.19,  67.67,2,6,  0.886
 13,  15.07,  14.38,   6.40,   4.53,   4.72,   3.28,  25.10,  30.57, -60.13,3,1,  0.370
 14,   7.05,   3.83,   6.11,   1.49,   5.48,   1.35,  61.56, -41.90,  36.93,3,2,  0.696
 15,   8.46,   7.81,   3.96,   2.25,   3.79,   2.37,  43.81,  43.38,  21.27,3,3,  0.507
 16,   5.26,   4.00,   3.77,   1.60,   3.04,   1.98,  84.40,  -4.32,  77.75,3,4,  1.012
 17,   6.56,   6.42,   3.83,   3.59,   3.34,   3.05,  49.65,  47.36, -22.84,3,5,  0.638
 18,   7.69,   7.59,   4.92,   4.77,   4.34,   4.18,  53.32, -17.44, -28.66,3,6,  0.652
 19,  11.86,   2.63,  11.85,   2.57,   8.15,   3.82,  84.97,   1.92,   1.04,4,1,  1.207
 20,   4.38,   3.10,   4.33,   3.04,   3.75,   3.07,  78.18,  -1.67,   2.68,4,2,  1.016
 21,   3.36,   3.13,   3.29,   3.05,   3.52,   3.38,  68.02,  -2.42,   2.15,4,3,  0.835
 22,   6.57,   5.37,   6.53,   5.31,   6.71,   5.58,  54.67,  -3.06,   4.20,4,4,  0.636
 23,   6.75,   5.79,   6.58,   5.60,   7.01,   6.36,  39.15,  -4.05,   3.13,4,5,  0.446
 24,   5.26,   4.40,   5.18,   4.30,   4.70,   4.23,  23.37,  -0.54,   3.39,4,6,  0.256


L* a* b* Color errors for reference vs uncorrected and matrix-corrected patches   http://www.imatest.com/docs/colorcheck_ref 
,orig.,orig.,orig.,corrected,corrected,corrected
Patch,Delta-L*,Delta-a*,Delta-b*,Delta-L*,Delta-a*,Delta-b*
  1, -29.91,  -9.22,  -5.74,   4.35,  -2.54,   3.71,1,1,  0.469
  2, -36.34,  -7.68,   0.85,   0.72,   0.34,  -3.04,1,2,  0.815
  3, -29.61,  -5.43,  11.02,   2.72,  -4.50,  -0.18,1,3,  0.630
  4, -29.19,  -1.27,  -5.21,   7.53,  -5.13,  10.35,1,4,  0.539
  5, -32.83, -11.22,  11.67,  -0.13,  -4.42,   1.03,1,5,  0.692
  6, -33.33,   3.18,   5.16,  -2.06,   1.70,  -6.20,1,6,  0.892
  7, -35.55,  -8.67, -18.68,   2.12,  -6.76,   2.74,2,1,  0.767
  8, -26.46,  -6.40,  16.38,  -0.57,  -3.36,  -4.51,2,2,  0.509
  9, -31.01, -18.48,   2.76,   2.69,  -4.71,  -2.99,2,3,  0.623
 10, -25.16, -19.19,  13.91,   1.51,  -3.19,  -2.57,2,4,  0.377
 11, -33.05,  -2.41, -13.32,   4.51,   2.25,  15.17,2,5,  0.905
 12, -36.67,  -9.57, -23.50,   2.33,  -8.39,   1.13,2,6,  0.886
 13, -23.24,  -7.52,  22.05,  -4.52,   9.14, -11.09,3,1,  0.370
 14, -30.07,   9.60,  -5.82,   5.92,  -1.14,   3.66,3,2,  0.696
 15, -28.40, -24.78,  -9.77,   3.26,  -6.59,  -4.19,3,3,  0.507
 16, -33.24,  -7.82, -26.60,   3.42,  -3.29,  -2.28,3,4,  1.012
 17, -32.20, -22.44,   9.36,  -1.36,  -2.52,  -5.91,3,5,  0.638
 18, -29.14,  14.37,  10.63,   1.20,   7.17,  -2.49,3,6,  0.652
 19, -41.25, -12.28,  11.15, -11.57,   2.61,  -0.32,4,1,  1.207
 20, -35.77, -13.95,  12.52,  -3.09,  -1.06,   2.92,4,2,  1.016
 21, -34.07, -11.21,   9.56,   1.23,  -1.77,   2.57,4,3,  0.835
 22, -32.30,  -8.32,   7.66,   3.80,  -3.00,   4.45,4,4,  0.636
 23, -28.91,  -4.16,   4.30,   3.47,  -3.83,   4.34,4,5,  0.446
 24, -18.62,  -0.69,   1.77,   2.89,  -0.59,   4.36,4,6,  0.256

Exif data:  19 lines
File Modification Date/Time     , 2021:10:23 09:57:12+09:00
Make                            , SONY
Camera Model Name               , ILCE-7RM3
Orientation                     , Horizontal (normal)
Exposure Time                   , 20
F Number                        , 3.5
ISO                             , 200
Exposure Compensation           , 0
Max Aperture Value              , 2.8
Flash                           , Off, Did not fire
Focal Length                    , 46.0 mm
Lens Type                       , E-Mount, T-Mount, Other Lens or no lens
Focus Mode                      , Manual
White Balance                   , Auto
Color Space                     , sRGB
Image Width                     , 7952
Image Height                    , 5304
Field Of View                   , 42.7 deg
Light Value                     , -1.7
